PlateID,CellLine,Replicate,PlateLayout,control,treatment,ks_stat,ks_pval,ks_qval,is_significant_0.05,is_significant_0.1
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-199b-5p,0.07995039481676447,0.00019788122073319307,0.00045664897092275326,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-202-3p,0.04548172894498059,0.016615053646114063,0.0233649191898479,False,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-207,0.06672129313114328,0.00020933821238632464,0.00046519602752516587,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-211-5p,0.0858787357641726,8.848107630267382e-06,2.488530271012701e-05,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-215-5p,0.14053554450342642,3.1796222874221207e-15,3.6880049464660183e-14,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-291a-5p,0.05949288691921062,0.0009656739371792243,0.0018106386322110457,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-292a-5p,0.08826899094599028,1.7468146582697486e-07,8.062221499706532e-07,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-293-3p,0.06648192658909546,0.0013439106196606835,0.0024434738539285154,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-294-3p,0.04001100092956711,0.042025430116015096,0.05589610317937034,False,False
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-295-3p,0.002316877010640931,0.9867403376834921,0.9867403376834921,False,False
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-300-3p,0.0580417441101021,0.001515482605984209,0.0027008600898728477,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-322-5p,0.01722391944329027,0.53204196801495,0.5804094196526727,False,False
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-325-5p,0.06908233882882686,7.206237011870553e-05,0.00018530323744809992,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-326-3p,0.051782551218432116,0.006375339459737346,0.010066325462743178,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-329-3p,0.24646015311145864,2.9282570752457507e-34,5.270862735442351e-32,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-330-3p,0.08347934926449735,2.524936875855606e-06,7.973484871122966e-06,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-344-3p,0.08841989924133253,1.7948032758586573e-07,8.076614741363958e-07,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-346-5p,0.14977117401215634,8.568114192557113e-18,1.9278256933253503e-16,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-351-5p,0.09285794791562996,1.0786976035009461e-07,5.109620227109745e-07,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-376a-3p,0.06647738280774484,0.00015951155352483899,0.0003777905215061976,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-380-3p,0.0869863685397666,1.423985122315718e-06,4.929179269554409e-06,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-383-3p,0.009520801210667562,0.834677537549456,0.8585254671937261,False,False
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-383-5p,0.06361844315217113,0.00012299758812667186,0.0002991833224702829,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-425-3p,0.029710099143355095,0.2541491964284404,0.2951410023039953,False,False
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-429-3p,0.10390884128794103,2.035895636413991e-06,6.543950259902113e-06,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-452-5p,0.023891836366035313,0.3166692898667826,0.3584935356982445,False,False
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-465a-5p,0.07693844340689127,8.393429983562938e-06,2.398122852446554e-05,True,True
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-467d-3p,0.03303864744170415,0.11251688324647391,0.14262703510116412,False,False
12492,C2C12,1,P1,control_neg_mimic,mmu-miR-468-3p,0.07688953437870255,9.433833172453172e-06,2.6124461092947246e-05,True,True
12493,C2C12,1,P2,control_neg_mimic,DMSO,0.033826245766902074,0.04460040498995383,0.1638382224120753,False,False
12493,C2C12,1,P2,control_neg_mimic,control_cell_death,0.037550246740089444,0.0049707241353817,0.0298243448122902,True,True
12493,C2C12,1,P2,control_neg_mimic,control_tr_rotenone,0.007207473897053289,0.845895800783665,0.9986964089714128,False,False
12493,C2C12,1,P2,control_neg_mimic,control_transfection_reagent_only,0.0066490309020873495,0.8312336015711324,0.9986964089714128,False,False
12493,C2C12,1,P2,control_neg_mimic,hsa-let-7d-5p,0.05998697965598876,0.002562960461987725,0.018107080898368367,True,True
12493,C2C12,1,P2,control_neg_mimic,hsa-let-7e-5p,0.02816839257981507,0.2745324470735742,0.6335364163236328,False,False
12493,C2C12,1,P2,control_neg_mimic,hsa-let-7g-5p,0.04255834538571568,0.10183799195555522,0.3215936588070165,False,False
12493,C2C12,1,P2,control_neg_mimic,hsa-miR-17-5p,0.005110286452904141,0.9445006756536407,0.9986964089714128,False,False
12493,C2C12,1,P2,control_neg_mimic,hsa-miR-22-5p,0.029956996481530274,0.22997515838632707,0.5708662851767144,False,False
12493,C2C12,1,P2,control_neg_mimic,hsa-miR-29c-5p,0.017699833419301383,0.5268024168028067,0.8600534944651257,False,False
12493,C2C12,1,P2,control_neg_mimic,hsa-miR-30d-3p,0.012493692218339625,0.7429497865100195,0.9643089944111469,False,False
12493,C2C12,1,P2,control_neg_mimic,hsa-miR-33a-5p,0.0017828811806005415,0.9925674323152034,0.9986964089714128,False,False
12493,C2C12,1,P2,control_neg_mimic,hsa-miR-101-3p,0.017774865932761785,0.5899032438468053,0.9057041159613972,False,False
12493,C2C12,1,P2,control_neg_mimic,hsa-miR-106b-3p,0.08721039020644494,0.00016652776847985012,0.0018734373953983138,True,True
12493,C2C12,1,P2,control_neg_mimic,hsa-miR-125a-3p,0.029482333450761233,0.25271402459956205,0.6065136590389489,False,False
12493,C2C12,1,P2,control_neg_mimic,hsa-miR-128-3p,0.02801133076154627,0.26913394639731125,0.6335364163236328,False,False
12493,C2C12,1,P2,control_neg_mimic,hsa-miR-135a-3p,0.023843040597785414,0.3912675291679595,0.7505208277266555,False,False
12493,C2C12,1,P2,control_neg_mimic,hsa-miR-135b-3p,0.016866974843549598,0.5999292905757495,0.9057041159613972,False,False
12493,C2C12,1,P2,control_neg_mimic,hsa-miR-138-5p,0.02931329940671734,0.3261636999323816,0.6989222141408177,False,False
12493,C2C12,1,P2,control_neg_mimic,hsa-miR-145-5p,0.04076277837630726,0.054268678570657314,0.19153651260231994,False,False
12493,C2C12,1,P2,control_neg_mimic,hsa-miR-151a-5p,0.02151234759667542,0.4209404215773649,0.7811265555043885,False,False
12493,C2C12,1,P2,control_neg_mimic,hsa-miR-152-3p,0.017443555328628846,0.5410090322508537,0.8694788018317292,False,False
12493,C2C12,1,P2,control_neg_mimic,hsa-miR-183-3p,0.061786774814129974,0.0011508691074990842,0.010902970492096587,True,True
12493,C2C12,1,P2,control_neg_mimic,hsa-miR-186-5p,0.029690188367883952,0.23151799343277862,0.5708662851767144,False,False
