plate,organism,plate_number,well,row,col,content,treatment,ttype
human_7,human,7,P06,P,6,hsa-miR-5696,hsa-miR-5696,treatment
human_7,human,7,P07,P,7,hsa-miR-5705,hsa-miR-5705,treatment
human_7,human,7,P08,P,8,hsa-miR-5705,hsa-miR-5705,treatment
human_7,human,7,P09,P,9,hsa-miR-5681a,hsa-miR-5681a,treatment
human_7,human,7,P10,P,10,hsa-miR-5681a,hsa-miR-5681a,treatment
human_7,human,7,P11,P,11,hsa-miR-548ar-5p,hsa-miR-548ar-5p,treatment
human_7,human,7,P12,P,12,hsa-miR-548ar-5p,hsa-miR-548ar-5p,treatment
human_7,human,7,P13,P,13,hsa-miR-659-5p,hsa-miR-659-5p,treatment
human_7,human,7,P14,P,14,hsa-miR-659-5p,hsa-miR-659-5p,treatment
human_7,human,7,P15,P,15,hsa-miR-5009-5p,hsa-miR-5009-5p,treatment
human_7,human,7,P16,P,16,hsa-miR-5009-5p,hsa-miR-5009-5p,treatment
human_7,human,7,P17,P,17,hsa-miR-5194,hsa-miR-5194,treatment
human_7,human,7,P18,P,18,hsa-miR-5194,hsa-miR-5194,treatment
human_7,human,7,P19,P,19,hsa-miR-5584-3p,hsa-miR-5584-3p,treatment
human_7,human,7,P20,P,20,hsa-miR-5584-3p,hsa-miR-5584-3p,treatment
human_7,human,7,P21,P,21,hsa-miR-642b-5p,hsa-miR-642b-5p,treatment
human_7,human,7,P22,P,22,hsa-miR-642b-5p,hsa-miR-642b-5p,treatment
human_7,human,7,P23,P,23,Tr Reagent + DMSO,control_tr_dmso,tr_dmso
human_7,human,7,P24,P,24,Tr Reagent + DMSO,control_tr_dmso,tr_dmso
human_8,human,8,A01,A,1,hsa-miR-3921,hsa-miR-3921,treatment
human_8,human,8,A02,A,2,hsa-miR-3921,hsa-miR-3921,treatment
human_8,human,8,A03,A,3,hsa-miR-23c,hsa-miR-23c,treatment
human_8,human,8,A04,A,4,hsa-miR-23c,hsa-miR-23c,treatment
human_8,human,8,A05,A,5,hsa-miR-3605-3p,hsa-miR-3605-3p,treatment
human_8,human,8,A06,A,6,hsa-miR-3605-3p,hsa-miR-3605-3p,treatment
human_8,human,8,A07,A,7,hsa-miR-3919,hsa-miR-3919,treatment
human_8,human,8,A08,A,8,hsa-miR-3919,hsa-miR-3919,treatment
human_8,human,8,A09,A,9,hsa-miR-3916,hsa-miR-3916,treatment
human_8,human,8,A10,A,10,hsa-miR-3916,hsa-miR-3916,treatment
human_8,human,8,A11,A,11,hsa-miR-3910,hsa-miR-3910,treatment
human_8,human,8,A12,A,12,hsa-miR-3910,hsa-miR-3910,treatment
human_8,human,8,A13,A,13,hsa-miR-4442,hsa-miR-4442,treatment
human_8,human,8,A14,A,14,hsa-miR-4442,hsa-miR-4442,treatment
human_8,human,8,A15,A,15,hsa-miR-4733-3p,hsa-miR-4733-3p,treatment
human_8,human,8,A16,A,16,hsa-miR-4733-3p,hsa-miR-4733-3p,treatment
human_8,human,8,A17,A,17,hsa-miR-4650-3p,hsa-miR-4650-3p,treatment
human_8,human,8,A18,A,18,hsa-miR-4650-3p,hsa-miR-4650-3p,treatment
human_8,human,8,A19,A,19,hsa-miR-3140-5p,hsa-miR-3140-5p,treatment
human_8,human,8,A20,A,20,hsa-miR-3140-5p,hsa-miR-3140-5p,treatment
human_8,human,8,A21,A,21,hsa-miR-4665-3p,hsa-miR-4665-3p,treatment
human_8,human,8,A22,A,22,hsa-miR-4665-3p,hsa-miR-4665-3p,treatment
human_8,human,8,A23,A,23,Cell Death siRNA,control_cell_death,cell_death
human_8,human,8,A24,A,24,Cell Death siRNA,control_cell_death,cell_death
human_8,human,8,B01,B,1,hsa-miR-4795-3p,hsa-miR-4795-3p,treatment
human_8,human,8,B02,B,2,hsa-miR-4795-3p,hsa-miR-4795-3p,treatment
human_8,human,8,B03,B,3,hsa-miR-4708-3p,hsa-miR-4708-3p,treatment
human_8,human,8,B04,B,4,hsa-miR-4708-3p,hsa-miR-4708-3p,treatment
human_8,human,8,B05,B,5,hsa-miR-4533,hsa-miR-4533,treatment
human_8,human,8,B06,B,6,hsa-miR-4533,hsa-miR-4533,treatment
human_8,human,8,B07,B,7,hsa-miR-4776-5p,hsa-miR-4776-5p,treatment
human_8,human,8,B08,B,8,hsa-miR-4776-5p,hsa-miR-4776-5p,treatment
human_8,human,8,B09,B,9,hsa-miR-4659b-5p,hsa-miR-4659b-5p,treatment
human_8,human,8,B10,B,10,hsa-miR-4659b-5p,hsa-miR-4659b-5p,treatment
human_8,human,8,B11,B,11,hsa-miR-4524a-3p,hsa-miR-4524a-3p,treatment
human_8,human,8,B12,B,12,hsa-miR-4524a-3p,hsa-miR-4524a-3p,treatment
human_8,human,8,B13,B,13,hsa-miR-4659a-5p,hsa-miR-4659a-5p,treatment
human_8,human,8,B14,B,14,hsa-miR-4659a-5p,hsa-miR-4659a-5p,treatment
human_8,human,8,B15,B,15,hsa-miR-4718,hsa-miR-4718,treatment
human_8,human,8,B16,B,16,hsa-miR-4718,hsa-miR-4718,treatment
human_8,human,8,B17,B,17,hsa-miR-3682-5p,hsa-miR-3682-5p,treatment
human_8,human,8,B18,B,18,hsa-miR-3682-5p,hsa-miR-3682-5p,treatment
human_8,human,8,B19,B,19,hsa-miR-4424,hsa-miR-4424,treatment
human_8,human,8,B20,B,20,hsa-miR-4424,hsa-miR-4424,treatment
human_8,human,8,B21,B,21,hsa-miR-4760-3p,hsa-miR-4760-3p,treatment
human_8,human,8,B22,B,22,hsa-miR-4760-3p,hsa-miR-4760-3p,treatment
human_8,human,8,B23,B,23,Cell Death siRNA,control_cell_death,cell_death
human_8,human,8,B24,B,24,Cell Death siRNA,control_cell_death,cell_death
human_8,human,8,C01,C,1,hsa-miR-4680-5p,hsa-miR-4680-5p,treatment
human_8,human,8,C02,C,2,hsa-miR-4680-5p,hsa-miR-4680-5p,treatment
human_8,human,8,C03,C,3,hsa-miR-4662a-3p,hsa-miR-4662a-3p,treatment
human_8,human,8,C04,C,4,hsa-miR-4662a-3p,hsa-miR-4662a-3p,treatment
human_8,human,8,C05,C,5,hsa-miR-4639-3p,hsa-miR-4639-3p,treatment
human_8,human,8,C06,C,6,hsa-miR-4639-3p,hsa-miR-4639-3p,treatment
human_8,human,8,C07,C,7,hsa-miR-4638-5p,hsa-miR-4638-5p,treatment
human_8,human,8,C08,C,8,hsa-miR-4638-5p,hsa-miR-4638-5p,treatment
human_8,human,8,C09,C,9,hsa-miR-4759,hsa-miR-4759,treatment
human_8,human,8,C10,C,10,hsa-miR-4759,hsa-miR-4759,treatment
human_8,human,8,C11,C,11,hsa-miR-4483,hsa-miR-4483,treatment
human_8,human,8,C12,C,12,hsa-miR-4483,hsa-miR-4483,treatment
human_8,human,8,C13,C,13,hsa-miR-4649-3p,hsa-miR-4649-3p,treatment
human_8,human,8,C14,C,14,hsa-miR-4649-3p,hsa-miR-4649-3p,treatment
human_8,human,8,C15,C,15,hsa-miR-4446-5p,hsa-miR-4446-5p,treatment
human_8,human,8,C16,C,16,hsa-miR-4446-5p,hsa-miR-4446-5p,treatment
human_8,human,8,C17,C,17,hsa-miR-4720-3p,hsa-miR-4720-3p,treatment
human_8,human,8,C18,C,18,hsa-miR-4720-3p,hsa-miR-4720-3p,treatment
human_8,human,8,C19,C,19,hsa-miR-4789-5p,hsa-miR-4789-5p,treatment
human_8,human,8,C20,C,20,hsa-miR-4789-5p,hsa-miR-4789-5p,treatment
human_8,human,8,C21,C,21,hsa-miR-4641,hsa-miR-4641,treatment
human_8,human,8,C22,C,22,hsa-miR-4641,hsa-miR-4641,treatment
human_8,human,8,C23,C,23,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_8,human,8,C24,C,24,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_8,human,8,D01,D,1,hsa-miR-4668-3p,hsa-miR-4668-3p,treatment
human_8,human,8,D02,D,2,hsa-miR-4668-3p,hsa-miR-4668-3p,treatment
human_8,human,8,D03,D,3,hsa-miR-4701-3p,hsa-miR-4701-3p,treatment
human_8,human,8,D04,D,4,hsa-miR-4701-3p,hsa-miR-4701-3p,treatment
human_8,human,8,D05,D,5,hsa-miR-4662a-5p,hsa-miR-4662a-5p,treatment
human_8,human,8,D06,D,6,hsa-miR-4662a-5p,hsa-miR-4662a-5p,treatment
human_8,human,8,D07,D,7,hsa-miR-3173-5p,hsa-miR-3173-5p,treatment
human_8,human,8,D08,D,8,hsa-miR-3173-5p,hsa-miR-3173-5p,treatment
human_8,human,8,D09,D,9,hsa-miR-4785,hsa-miR-4785,treatment
human_8,human,8,D10,D,10,hsa-miR-4785,hsa-miR-4785,treatment
human_8,human,8,D11,D,11,hsa-miR-4723-3p,hsa-miR-4723-3p,treatment
human_8,human,8,D12,D,12,hsa-miR-4723-3p,hsa-miR-4723-3p,treatment
human_8,human,8,D13,D,13,hsa-miR-1343-3p,hsa-miR-1343-3p,treatment
human_8,human,8,D14,D,14,hsa-miR-1343-3p,hsa-miR-1343-3p,treatment
human_8,human,8,D15,D,15,hsa-miR-3064-5p,hsa-miR-3064-5p,treatment
human_8,human,8,D16,D,16,hsa-miR-3064-5p,hsa-miR-3064-5p,treatment
human_8,human,8,D17,D,17,hsa-miR-4467,hsa-miR-4467,treatment
human_8,human,8,D18,D,18,hsa-miR-4467,hsa-miR-4467,treatment
human_8,human,8,D19,D,19,hsa-miR-4419a,hsa-miR-4419a,treatment
human_8,human,8,D20,D,20,hsa-miR-4419a,hsa-miR-4419a,treatment
human_8,human,8,D21,D,21,hsa-miR-4417,hsa-miR-4417,treatment
human_8,human,8,D22,D,22,hsa-miR-4417,hsa-miR-4417,treatment
human_8,human,8,D23,D,23,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_8,human,8,D24,D,24,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_8,human,8,E01,E,1,hsa-miR-3940-5p,hsa-miR-3940-5p,treatment
human_8,human,8,E02,E,2,hsa-miR-3940-5p,hsa-miR-3940-5p,treatment
human_8,human,8,E03,E,3,hsa-miR-4767,hsa-miR-4767,treatment
human_8,human,8,E04,E,4,hsa-miR-4767,hsa-miR-4767,treatment
human_8,human,8,E05,E,5,hsa-miR-3529-5p,hsa-miR-3529-5p,treatment
human_8,human,8,E06,E,6,hsa-miR-3529-5p,hsa-miR-3529-5p,treatment
human_8,human,8,E07,E,7,hsa-miR-4715-5p,hsa-miR-4715-5p,treatment
human_8,human,8,E08,E,8,hsa-miR-4715-5p,hsa-miR-4715-5p,treatment
human_8,human,8,E09,E,9,hsa-miR-4742-5p,hsa-miR-4742-5p,treatment
human_8,human,8,E10,E,10,hsa-miR-4742-5p,hsa-miR-4742-5p,treatment
human_8,human,8,E11,E,11,hsa-miR-4683,hsa-miR-4683,treatment
human_8,human,8,E12,E,12,hsa-miR-4683,hsa-miR-4683,treatment
human_8,human,8,E13,E,13,hsa-miR-4697-3p,hsa-miR-4697-3p,treatment
human_8,human,8,E14,E,14,hsa-miR-4697-3p,hsa-miR-4697-3p,treatment
human_8,human,8,E15,E,15,hsa-miR-4734,hsa-miR-4734,treatment
human_8,human,8,E16,E,16,hsa-miR-4734,hsa-miR-4734,treatment
human_8,human,8,E17,E,17,hsa-miR-4440,hsa-miR-4440,treatment
human_8,human,8,E18,E,18,hsa-miR-4440,hsa-miR-4440,treatment
human_8,human,8,E19,E,19,hsa-miR-4727-3p,hsa-miR-4727-3p,treatment
human_8,human,8,E20,E,20,hsa-miR-4727-3p,hsa-miR-4727-3p,treatment
human_8,human,8,E21,E,21,hsa-miR-4692,hsa-miR-4692,treatment
human_8,human,8,E22,E,22,hsa-miR-4692,hsa-miR-4692,treatment
human_8,human,8,E23,E,23,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_8,human,8,E24,E,24,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_8,human,8,F01,F,1,hsa-miR-3120-5p,hsa-miR-3120-5p,treatment
human_8,human,8,F02,F,2,hsa-miR-3120-5p,hsa-miR-3120-5p,treatment
human_8,human,8,F03,F,3,hsa-miR-3619-3p,hsa-miR-3619-3p,treatment
human_8,human,8,F04,F,4,hsa-miR-3619-3p,hsa-miR-3619-3p,treatment
human_8,human,8,F05,F,5,hsa-miR-4704-5p,hsa-miR-4704-5p,treatment
human_8,human,8,F06,F,6,hsa-miR-4704-5p,hsa-miR-4704-5p,treatment
human_8,human,8,F07,F,7,hsa-miR-4747-5p,hsa-miR-4747-5p,treatment
human_8,human,8,F08,F,8,hsa-miR-4747-5p,hsa-miR-4747-5p,treatment
human_8,human,8,F09,F,9,hsa-miR-4736,hsa-miR-4736,treatment
human_8,human,8,F10,F,10,hsa-miR-4736,hsa-miR-4736,treatment
human_8,human,8,F11,F,11,hsa-miR-4665-5p,hsa-miR-4665-5p,treatment
human_8,human,8,F12,F,12,hsa-miR-4665-5p,hsa-miR-4665-5p,treatment
human_8,human,8,F13,F,13,hsa-miR-4485-3p,hsa-miR-4485-3p,treatment
human_8,human,8,F14,F,14,hsa-miR-4485-3p,hsa-miR-4485-3p,treatment
human_8,human,8,F15,F,15,hsa-miR-4638-3p,hsa-miR-4638-3p,treatment
human_8,human,8,F16,F,16,hsa-miR-4638-3p,hsa-miR-4638-3p,treatment
human_8,human,8,F17,F,17,hsa-miR-3591-5p,hsa-miR-3591-5p,treatment
human_8,human,8,F18,F,18,hsa-miR-3591-5p,hsa-miR-3591-5p,treatment
human_8,human,8,F19,F,19,hsa-miR-4753-3p,hsa-miR-4753-3p,treatment
human_8,human,8,F20,F,20,hsa-miR-4753-3p,hsa-miR-4753-3p,treatment
human_8,human,8,F21,F,21,hsa-miR-4445-3p,hsa-miR-4445-3p,treatment
human_8,human,8,F22,F,22,hsa-miR-4445-3p,hsa-miR-4445-3p,treatment
human_8,human,8,F23,F,23,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_8,human,8,F24,F,24,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_8,human,8,G01,G,1,hsa-miR-4423-3p,hsa-miR-4423-3p,treatment
human_8,human,8,G02,G,2,hsa-miR-4423-3p,hsa-miR-4423-3p,treatment
human_8,human,8,G03,G,3,hsa-miR-548ac,hsa-miR-548ac,treatment
human_8,human,8,G04,G,4,hsa-miR-548ac,hsa-miR-548ac,treatment
human_8,human,8,G05,G,5,hsa-miR-4486,hsa-miR-4486,treatment
human_8,human,8,G06,G,6,hsa-miR-4486,hsa-miR-4486,treatment
human_8,human,8,G07,G,7,hsa-miR-4635,hsa-miR-4635,treatment
human_8,human,8,G08,G,8,hsa-miR-4635,hsa-miR-4635,treatment
human_8,human,8,G09,G,9,hsa-miR-4752,hsa-miR-4752,treatment
human_8,human,8,G10,G,10,hsa-miR-4752,hsa-miR-4752,treatment
human_8,human,8,G11,G,11,hsa-miR-4749-5p,hsa-miR-4749-5p,treatment
human_8,human,8,G12,G,12,hsa-miR-4749-5p,hsa-miR-4749-5p,treatment
human_8,human,8,G13,G,13,hsa-miR-4454,hsa-miR-4454,treatment
human_8,human,8,G14,G,14,hsa-miR-4454,hsa-miR-4454,treatment
human_8,human,8,G15,G,15,hsa-miR-4745-3p,hsa-miR-4745-3p,treatment
human_8,human,8,G16,G,16,hsa-miR-4745-3p,hsa-miR-4745-3p,treatment
human_8,human,8,G17,G,17,hsa-miR-4774-3p,hsa-miR-4774-3p,treatment
human_8,human,8,G18,G,18,hsa-miR-4774-3p,hsa-miR-4774-3p,treatment
human_8,human,8,G19,G,19,hsa-miR-4704-3p,hsa-miR-4704-3p,treatment
human_8,human,8,G20,G,20,hsa-miR-4704-3p,hsa-miR-4704-3p,treatment
human_8,human,8,G21,G,21,hsa-miR-4754,hsa-miR-4754,treatment
human_8,human,8,G22,G,22,hsa-miR-4754,hsa-miR-4754,treatment
human_8,human,8,G23,G,23,Cell Death siRNA,control_cell_death,cell_death
human_8,human,8,G24,G,24,Cell Death siRNA,control_cell_death,cell_death
human_8,human,8,H01,H,1,hsa-miR-4653-5p,hsa-miR-4653-5p,treatment
human_8,human,8,H02,H,2,hsa-miR-4653-5p,hsa-miR-4653-5p,treatment
human_8,human,8,H03,H,3,hsa-miR-3974,hsa-miR-3974,treatment
human_8,human,8,H04,H,4,hsa-miR-3974,hsa-miR-3974,treatment
human_8,human,8,H05,H,5,hsa-miR-4678,hsa-miR-4678,treatment
human_8,human,8,H06,H,6,hsa-miR-4678,hsa-miR-4678,treatment
human_8,human,8,H07,H,7,hsa-miR-3977,hsa-miR-3977,treatment
human_8,human,8,H08,H,8,hsa-miR-3977,hsa-miR-3977,treatment
human_8,human,8,H09,H,9,hsa-miR-4501,hsa-miR-4501,treatment
human_8,human,8,H10,H,10,hsa-miR-4501,hsa-miR-4501,treatment
human_8,human,8,H11,H,11,hsa-miR-4757-3p,hsa-miR-4757-3p,treatment
human_8,human,8,H12,H,12,hsa-miR-4757-3p,hsa-miR-4757-3p,treatment
human_8,human,8,H13,H,13,hsa-miR-4713-3p,hsa-miR-4713-3p,treatment
human_8,human,8,H14,H,14,hsa-miR-4713-3p,hsa-miR-4713-3p,treatment
human_8,human,8,H15,H,15,hsa-miR-4530,hsa-miR-4530,treatment
human_8,human,8,H16,H,16,hsa-miR-4530,hsa-miR-4530,treatment
human_8,human,8,H17,H,17,hsa-miR-3677-5p,hsa-miR-3677-5p,treatment
human_8,human,8,H18,H,18,hsa-miR-3677-5p,hsa-miR-3677-5p,treatment
human_8,human,8,H19,H,19,hsa-miR-4794,hsa-miR-4794,treatment
human_8,human,8,H20,H,20,hsa-miR-4794,hsa-miR-4794,treatment
human_8,human,8,H21,H,21,hsa-miR-378e,hsa-miR-378e,treatment
human_8,human,8,H22,H,22,hsa-miR-378e,hsa-miR-378e,treatment
human_8,human,8,H23,H,23,Cell Death siRNA,control_cell_death,cell_death
human_8,human,8,H24,H,24,Cell Death siRNA,control_cell_death,cell_death
human_8,human,8,I01,I,1,hsa-miR-4786-3p,hsa-miR-4786-3p,treatment
human_8,human,8,I02,I,2,hsa-miR-4786-3p,hsa-miR-4786-3p,treatment
human_8,human,8,I03,I,3,hsa-miR-4760-5p,hsa-miR-4760-5p,treatment
human_8,human,8,I04,I,4,hsa-miR-4760-5p,hsa-miR-4760-5p,treatment
human_8,human,8,I05,I,5,hsa-miR-3913-3p,hsa-miR-3913-3p,treatment
human_8,human,8,I06,I,6,hsa-miR-3913-3p,hsa-miR-3913-3p,treatment
human_8,human,8,I07,I,7,hsa-miR-4799-3p,hsa-miR-4799-3p,treatment
human_8,human,8,I08,I,8,hsa-miR-4799-3p,hsa-miR-4799-3p,treatment
human_8,human,8,I09,I,9,hsa-miR-4762-3p,hsa-miR-4762-3p,treatment
human_8,human,8,I10,I,10,hsa-miR-4762-3p,hsa-miR-4762-3p,treatment
human_8,human,8,I11,I,11,hsa-miR-4640-5p,hsa-miR-4640-5p,treatment
human_8,human,8,I12,I,12,hsa-miR-4640-5p,hsa-miR-4640-5p,treatment
human_8,human,8,I13,I,13,hsa-miR-4777-5p,hsa-miR-4777-5p,treatment
human_8,human,8,I14,I,14,hsa-miR-4777-5p,hsa-miR-4777-5p,treatment
human_8,human,8,I15,I,15,hsa-miR-4504,hsa-miR-4504,treatment
human_8,human,8,I16,I,16,hsa-miR-4504,hsa-miR-4504,treatment
human_8,human,8,I17,I,17,hsa-miR-4674,hsa-miR-4674,treatment
human_8,human,8,I18,I,18,hsa-miR-4674,hsa-miR-4674,treatment
human_8,human,8,I19,I,19,hsa-miR-4706,hsa-miR-4706,treatment
human_8,human,8,I20,I,20,hsa-miR-4706,hsa-miR-4706,treatment
human_8,human,8,I21,I,21,hsa-miR-4728-5p,hsa-miR-4728-5p,treatment
human_8,human,8,I22,I,22,hsa-miR-4728-5p,hsa-miR-4728-5p,treatment
human_8,human,8,I23,I,23,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_8,human,8,I24,I,24,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_8,human,8,J01,J,1,hsa-miR-4776-3p,hsa-miR-4776-3p,treatment
human_8,human,8,J02,J,2,hsa-miR-4776-3p,hsa-miR-4776-3p,treatment
human_8,human,8,J03,J,3,hsa-miR-4506,hsa-miR-4506,treatment
human_8,human,8,J04,J,4,hsa-miR-4506,hsa-miR-4506,treatment
human_8,human,8,J05,J,5,hsa-miR-219b-3p,hsa-miR-219b-3p,treatment
human_8,human,8,J06,J,6,hsa-miR-219b-3p,hsa-miR-219b-3p,treatment
human_8,human,8,J07,J,7,hsa-miR-4779,hsa-miR-4779,treatment
human_8,human,8,J08,J,8,hsa-miR-4779,hsa-miR-4779,treatment
human_8,human,8,J09,J,9,hsa-miR-4447,hsa-miR-4447,treatment
human_8,human,8,J10,J,10,hsa-miR-4447,hsa-miR-4447,treatment
human_8,human,8,J11,J,11,hsa-miR-4669,hsa-miR-4669,treatment
human_8,human,8,J12,J,12,hsa-miR-4669,hsa-miR-4669,treatment
human_8,human,8,J13,J,13,hsa-miR-4701-5p,hsa-miR-4701-5p,treatment
human_8,human,8,J14,J,14,hsa-miR-4701-5p,hsa-miR-4701-5p,treatment
human_8,human,8,J15,J,15,hsa-miR-4436a,hsa-miR-4436a,treatment
human_8,human,8,J16,J,16,hsa-miR-4436a,hsa-miR-4436a,treatment
human_8,human,8,J17,J,17,hsa-miR-4436b-3p,hsa-miR-4436b-3p,treatment
human_8,human,8,J18,J,18,hsa-miR-4436b-3p,hsa-miR-4436b-3p,treatment
human_8,human,8,J19,J,19,hsa-miR-4732-5p,hsa-miR-4732-5p,treatment
human_8,human,8,J20,J,20,hsa-miR-4732-5p,hsa-miR-4732-5p,treatment
human_8,human,8,J21,J,21,hsa-miR-4519,hsa-miR-4519,treatment
human_8,human,8,J22,J,22,hsa-miR-4519,hsa-miR-4519,treatment
human_8,human,8,J23,J,23,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_8,human,8,J24,J,24,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_8,human,8,K01,K,1,hsa-miR-4750-5p,hsa-miR-4750-5p,treatment
human_8,human,8,K02,K,2,hsa-miR-4750-5p,hsa-miR-4750-5p,treatment
human_8,human,8,K03,K,3,hsa-miR-4735-3p,hsa-miR-4735-3p,treatment
human_8,human,8,K04,K,4,hsa-miR-4735-3p,hsa-miR-4735-3p,treatment
human_8,human,8,K05,K,5,hsa-miR-4633-5p,hsa-miR-4633-5p,treatment
human_8,human,8,K06,K,6,hsa-miR-4633-5p,hsa-miR-4633-5p,treatment
human_8,human,8,K07,K,7,hsa-miR-3152-5p,hsa-miR-3152-5p,treatment
human_8,human,8,K08,K,8,hsa-miR-3152-5p,hsa-miR-3152-5p,treatment
human_8,human,8,K09,K,9,hsa-miR-4673,hsa-miR-4673,treatment
human_8,human,8,K10,K,10,hsa-miR-4673,hsa-miR-4673,treatment
human_8,human,8,K11,K,11,hsa-miR-378i,hsa-miR-378i,treatment
human_8,human,8,K12,K,12,hsa-miR-378i,hsa-miR-378i,treatment
human_8,human,8,K13,K,13,hsa-miR-4784,hsa-miR-4784,treatment
human_8,human,8,K14,K,14,hsa-miR-4784,hsa-miR-4784,treatment
human_8,human,8,K15,K,15,hsa-miR-4671-3p,hsa-miR-4671-3p,treatment
human_8,human,8,K16,K,16,hsa-miR-4671-3p,hsa-miR-4671-3p,treatment
human_8,human,8,K17,K,17,hsa-miR-4465,hsa-miR-4465,treatment
human_8,human,8,K18,K,18,hsa-miR-4465,hsa-miR-4465,treatment
human_8,human,8,K19,K,19,hsa-miR-4633-3p,hsa-miR-4633-3p,treatment
human_8,human,8,K20,K,20,hsa-miR-4633-3p,hsa-miR-4633-3p,treatment
human_8,human,8,K21,K,21,hsa-miR-4660,hsa-miR-4660,treatment
human_8,human,8,K22,K,22,hsa-miR-4660,hsa-miR-4660,treatment
human_8,human,8,K23,K,23,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_8,human,8,K24,K,24,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_8,human,8,L01,L,1,hsa-miR-4670-3p,hsa-miR-4670-3p,treatment
human_8,human,8,L02,L,2,hsa-miR-4670-3p,hsa-miR-4670-3p,treatment
human_8,human,8,L03,L,3,hsa-miR-4744,hsa-miR-4744,treatment
human_8,human,8,L04,L,4,hsa-miR-4744,hsa-miR-4744,treatment
human_8,human,8,L05,L,5,hsa-miR-4771,hsa-miR-4771,treatment
human_8,human,8,L06,L,6,hsa-miR-4771,hsa-miR-4771,treatment
human_8,human,8,L07,L,7,hsa-miR-5695,hsa-miR-5695,treatment
human_8,human,8,L08,L,8,hsa-miR-5695,hsa-miR-5695,treatment
human_8,human,8,L09,L,9,hsa-miR-5186,hsa-miR-5186,treatment
human_8,human,8,L10,L,10,hsa-miR-5186,hsa-miR-5186,treatment
human_8,human,8,L11,L,11,hsa-miR-548ah-3p,hsa-miR-548ah-3p,treatment
human_8,human,8,L12,L,12,hsa-miR-548ah-3p,hsa-miR-548ah-3p,treatment
human_8,human,8,L13,L,13,hsa-miR-652-5p,hsa-miR-652-5p,treatment
human_8,human,8,L14,L,14,hsa-miR-652-5p,hsa-miR-652-5p,treatment
human_8,human,8,L15,L,15,hsa-miR-5011-3p,hsa-miR-5011-3p,treatment
human_8,human,8,L16,L,16,hsa-miR-5011-3p,hsa-miR-5011-3p,treatment
human_8,human,8,L17,L,17,hsa-miR-5588-3p,hsa-miR-5588-3p,treatment
human_8,human,8,L18,L,18,hsa-miR-5588-3p,hsa-miR-5588-3p,treatment
human_8,human,8,L19,L,19,hsa-miR-539-3p,hsa-miR-539-3p,treatment
human_8,human,8,L20,L,20,hsa-miR-539-3p,hsa-miR-539-3p,treatment
human_8,human,8,L21,L,21,hsa-miR-5683,hsa-miR-5683,treatment
human_8,human,8,L22,L,22,hsa-miR-5683,hsa-miR-5683,treatment
human_8,human,8,L23,L,23,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_8,human,8,L24,L,24,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_8,human,8,M01,M,1,hsa-miR-5089-5p,hsa-miR-5089-5p,treatment
human_8,human,8,M02,M,2,hsa-miR-5089-5p,hsa-miR-5089-5p,treatment
human_8,human,8,M03,M,3,hsa-miR-548au-3p,hsa-miR-548au-3p,treatment
human_8,human,8,M04,M,4,hsa-miR-548au-3p,hsa-miR-548au-3p,treatment
human_8,human,8,M05,M,5,hsa-miR-5571-5p,hsa-miR-5571-5p,treatment
human_8,human,8,M06,M,6,hsa-miR-5571-5p,hsa-miR-5571-5p,treatment
human_8,human,8,M07,M,7,hsa-miR-5698,hsa-miR-5698,treatment
human_8,human,8,M08,M,8,hsa-miR-5698,hsa-miR-5698,treatment
human_8,human,8,M09,M,9,hsa-miR-1185-2-3p,hsa-miR-1185-2-3p,treatment
human_8,human,8,M10,M,10,hsa-miR-1185-2-3p,hsa-miR-1185-2-3p,treatment
human_8,human,8,M11,M,11,hsa-miR-1307-5p,hsa-miR-1307-5p,treatment
human_8,human,8,M12,M,12,hsa-miR-1307-5p,hsa-miR-1307-5p,treatment
human_8,human,8,M13,M,13,hsa-miR-5692a,hsa-miR-5692a,treatment
human_8,human,8,M14,M,14,hsa-miR-5692a,hsa-miR-5692a,treatment
human_8,human,8,M15,M,15,hsa-miR-5707,hsa-miR-5707,treatment
human_8,human,8,M16,M,16,hsa-miR-5707,hsa-miR-5707,treatment
human_8,human,8,M17,M,17,hsa-miR-5187-5p,hsa-miR-5187-5p,treatment
human_8,human,8,M18,M,18,hsa-miR-5187-5p,hsa-miR-5187-5p,treatment
human_8,human,8,M19,M,19,hsa-miR-5590-3p,hsa-miR-5590-3p,treatment
