plate,organism,plate_number,well,row,col,content,treatment,ttype
human_1,human,1,N14,N,14,hsa-miR-1910-5p,hsa-miR-1910-5p,treatment
human_1,human,1,N15,N,15,hsa-miR-1914-5p,hsa-miR-1914-5p,treatment
human_1,human,1,N16,N,16,hsa-miR-1914-5p,hsa-miR-1914-5p,treatment
human_1,human,1,N17,N,17,hsa-miR-1470,hsa-miR-1470,treatment
human_1,human,1,N18,N,18,hsa-miR-1470,hsa-miR-1470,treatment
human_1,human,1,N19,N,19,hsa-miR-1912,hsa-miR-1912,treatment
human_1,human,1,N20,N,20,hsa-miR-1912,hsa-miR-1912,treatment
human_1,human,1,N21,N,21,hsa-miR-1471,hsa-miR-1471,treatment
human_1,human,1,N22,N,22,hsa-miR-1471,hsa-miR-1471,treatment
human_1,human,1,N23,N,23,Tr Reagent + Rotenone 0.005uM,control_tr_rotenone,tr_rotenone
human_1,human,1,N24,N,24,Tr Reagent + Rotenone 0.005uM,control_tr_rotenone,tr_rotenone
human_1,human,1,O01,O,1,hsa-miR-2054,hsa-miR-2054,treatment
human_1,human,1,O02,O,2,hsa-miR-2054,hsa-miR-2054,treatment
human_1,human,1,O03,O,3,hsa-miR-2110,hsa-miR-2110,treatment
human_1,human,1,O04,O,4,hsa-miR-2110,hsa-miR-2110,treatment
human_1,human,1,O05,O,5,hsa-miR-2053,hsa-miR-2053,treatment
human_1,human,1,O06,O,6,hsa-miR-2053,hsa-miR-2053,treatment
human_1,human,1,O07,O,7,hsa-miR-449b-3p,hsa-miR-449b-3p,treatment
human_1,human,1,O08,O,8,hsa-miR-449b-3p,hsa-miR-449b-3p,treatment
human_1,human,1,O09,O,9,hsa-miR-196b-3p,hsa-miR-196b-3p,treatment
human_1,human,1,O10,O,10,hsa-miR-196b-3p,hsa-miR-196b-3p,treatment
human_1,human,1,O11,O,11,hsa-miR-1976,hsa-miR-1976,treatment
human_1,human,1,O12,O,12,hsa-miR-1976,hsa-miR-1976,treatment
human_1,human,1,O13,O,13,hsa-miR-205-3p,hsa-miR-205-3p,treatment
human_1,human,1,O14,O,14,hsa-miR-205-3p,hsa-miR-205-3p,treatment
human_1,human,1,O15,O,15,hsa-miR-2278,hsa-miR-2278,treatment
human_1,human,1,O16,O,16,hsa-miR-2278,hsa-miR-2278,treatment
human_1,human,1,O17,O,17,hsa-miR-449c-5p,hsa-miR-449c-5p,treatment
human_1,human,1,O18,O,18,hsa-miR-449c-5p,hsa-miR-449c-5p,treatment
human_1,human,1,O19,O,19,hsa-miR-762,hsa-miR-762,treatment
human_1,human,1,O20,O,20,hsa-miR-762,hsa-miR-762,treatment
human_1,human,1,O21,O,21,hsa-miR-2116-5p,hsa-miR-2116-5p,treatment
human_1,human,1,O22,O,22,hsa-miR-2116-5p,hsa-miR-2116-5p,treatment
human_1,human,1,O23,O,23,Tr Reagent + DMSO,control_tr_dmso,tr_dmso
human_1,human,1,O24,O,24,Tr Reagent + DMSO,control_tr_dmso,tr_dmso
human_1,human,1,P01,P,1,hsa-miR-514b-3p,hsa-miR-514b-3p,treatment
human_1,human,1,P02,P,2,hsa-miR-514b-3p,hsa-miR-514b-3p,treatment
human_1,human,1,P03,P,3,hsa-miR-670-5p,hsa-miR-670-5p,treatment
human_1,human,1,P04,P,4,hsa-miR-670-5p,hsa-miR-670-5p,treatment
human_1,human,1,P05,P,5,hsa-miR-2117,hsa-miR-2117,treatment
human_1,human,1,P06,P,6,hsa-miR-2117,hsa-miR-2117,treatment
human_1,human,1,P07,P,7,hsa-miR-2355-3p,hsa-miR-2355-3p,treatment
human_1,human,1,P08,P,8,hsa-miR-2355-3p,hsa-miR-2355-3p,treatment
human_1,human,1,P09,P,9,hsa-miR-2115-3p,hsa-miR-2115-3p,treatment
human_1,human,1,P10,P,10,hsa-miR-2115-3p,hsa-miR-2115-3p,treatment
human_1,human,1,P11,P,11,hsa-miR-2114-3p,hsa-miR-2114-3p,treatment
human_1,human,1,P12,P,12,hsa-miR-2114-3p,hsa-miR-2114-3p,treatment
human_1,human,1,P13,P,13,hsa-miR-3202,hsa-miR-3202,treatment
human_1,human,1,P14,P,14,hsa-miR-3202,hsa-miR-3202,treatment
human_1,human,1,P15,P,15,hsa-miR-3201,hsa-miR-3201,treatment
human_1,human,1,P16,P,16,hsa-miR-3201,hsa-miR-3201,treatment
human_1,human,1,P17,P,17,hsa-miR-4270,hsa-miR-4270,treatment
human_1,human,1,P18,P,18,hsa-miR-4270,hsa-miR-4270,treatment
human_1,human,1,P19,P,19,hsa-miR-3157-5p,hsa-miR-3157-5p,treatment
human_1,human,1,P20,P,20,hsa-miR-3157-5p,hsa-miR-3157-5p,treatment
human_1,human,1,P21,P,21,hsa-miR-3198,hsa-miR-3198,treatment
human_1,human,1,P22,P,22,hsa-miR-3198,hsa-miR-3198,treatment
human_1,human,1,P23,P,23,Tr Reagent + DMSO,control_tr_dmso,tr_dmso
human_1,human,1,P24,P,24,Tr Reagent + DMSO,control_tr_dmso,tr_dmso
human_2,human,2,A01,A,1,hsa-miR-9-5p,hsa-miR-9-5p,treatment
human_2,human,2,A02,A,2,hsa-miR-9-5p,hsa-miR-9-5p,treatment
human_2,human,2,A03,A,3,hsa-miR-325,hsa-miR-325,treatment
human_2,human,2,A04,A,4,hsa-miR-325,hsa-miR-325,treatment
human_2,human,2,A05,A,5,hsa-miR-30e-5p,hsa-miR-30e-5p,treatment
human_2,human,2,A06,A,6,hsa-miR-30e-5p,hsa-miR-30e-5p,treatment
human_2,human,2,A07,A,7,hsa-miR-378a-5p,hsa-miR-378a-5p,treatment
human_2,human,2,A08,A,8,hsa-miR-378a-5p,hsa-miR-378a-5p,treatment
human_2,human,2,A09,A,9,hsa-miR-107,hsa-miR-107,treatment
human_2,human,2,A10,A,10,hsa-miR-107,hsa-miR-107,treatment
human_2,human,2,A11,A,11,hsa-miR-335-5p,hsa-miR-335-5p,treatment
human_2,human,2,A12,A,12,hsa-miR-335-5p,hsa-miR-335-5p,treatment
human_2,human,2,A13,A,13,hsa-miR-106b-5p,hsa-miR-106b-5p,treatment
human_2,human,2,A14,A,14,hsa-miR-106b-5p,hsa-miR-106b-5p,treatment
human_2,human,2,A15,A,15,hsa-miR-150-5p,hsa-miR-150-5p,treatment
human_2,human,2,A16,A,16,hsa-miR-150-5p,hsa-miR-150-5p,treatment
human_2,human,2,A17,A,17,hsa-miR-129-2-3p,hsa-miR-129-2-3p,treatment
human_2,human,2,A18,A,18,hsa-miR-129-2-3p,hsa-miR-129-2-3p,treatment
human_2,human,2,A19,A,19,hsa-miR-373-5p,hsa-miR-373-5p,treatment
human_2,human,2,A20,A,20,hsa-miR-373-5p,hsa-miR-373-5p,treatment
human_2,human,2,A21,A,21,hsa-miR-154-5p,hsa-miR-154-5p,treatment
human_2,human,2,A22,A,22,hsa-miR-154-5p,hsa-miR-154-5p,treatment
human_2,human,2,A23,A,23,Cell Death siRNA,control_cell_death,cell_death
human_2,human,2,A24,A,24,Cell Death siRNA,control_cell_death,cell_death
human_2,human,2,B01,B,1,hsa-miR-92b-3p,hsa-miR-92b-3p,treatment
human_2,human,2,B02,B,2,hsa-miR-92b-3p,hsa-miR-92b-3p,treatment
human_2,human,2,B03,B,3,hsa-miR-146b-5p,hsa-miR-146b-5p,treatment
human_2,human,2,B04,B,4,hsa-miR-146b-5p,hsa-miR-146b-5p,treatment
human_2,human,2,B05,B,5,hsa-miR-374a-5p,hsa-miR-374a-5p,treatment
human_2,human,2,B06,B,6,hsa-miR-374a-5p,hsa-miR-374a-5p,treatment
human_2,human,2,B07,B,7,hsa-miR-153-3p,hsa-miR-153-3p,treatment
human_2,human,2,B08,B,8,hsa-miR-153-3p,hsa-miR-153-3p,treatment
human_2,human,2,B09,B,9,hsa-miR-95-3p,hsa-miR-95-3p,treatment
human_2,human,2,B10,B,10,hsa-miR-95-3p,hsa-miR-95-3p,treatment
human_2,human,2,B11,B,11,hsa-miR-363-3p,hsa-miR-363-3p,treatment
human_2,human,2,B12,B,12,hsa-miR-363-3p,hsa-miR-363-3p,treatment
human_2,human,2,B13,B,13,hsa-miR-372-3p,hsa-miR-372-3p,treatment
human_2,human,2,B14,B,14,hsa-miR-372-3p,hsa-miR-372-3p,treatment
human_2,human,2,B15,B,15,hsa-miR-211-5p,hsa-miR-211-5p,treatment
human_2,human,2,B16,B,16,hsa-miR-211-5p,hsa-miR-211-5p,treatment
human_2,human,2,B17,B,17,hsa-miR-181c-5p,hsa-miR-181c-5p,treatment
human_2,human,2,B18,B,18,hsa-miR-181c-5p,hsa-miR-181c-5p,treatment
human_2,human,2,B19,B,19,hsa-miR-129-5p,hsa-miR-129-5p,treatment
human_2,human,2,B20,B,20,hsa-miR-129-5p,hsa-miR-129-5p,treatment
human_2,human,2,B21,B,21,hsa-miR-22-3p,hsa-miR-22-3p,treatment
human_2,human,2,B22,B,22,hsa-miR-22-3p,hsa-miR-22-3p,treatment
human_2,human,2,B23,B,23,Cell Death siRNA,control_cell_death,cell_death
human_2,human,2,B24,B,24,Cell Death siRNA,control_cell_death,cell_death
human_2,human,2,C01,C,1,hsa-miR-21-5p,hsa-miR-21-5p,treatment
human_2,human,2,C02,C,2,hsa-miR-21-5p,hsa-miR-21-5p,treatment
human_2,human,2,C03,C,3,hsa-let-7i-5p,hsa-let-7i-5p,treatment
human_2,human,2,C04,C,4,hsa-let-7i-5p,hsa-let-7i-5p,treatment
human_2,human,2,C05,C,5,hsa-miR-429,hsa-miR-429,treatment
human_2,human,2,C06,C,6,hsa-miR-429,hsa-miR-429,treatment
human_2,human,2,C07,C,7,hsa-miR-15a-5p,hsa-miR-15a-5p,treatment
human_2,human,2,C08,C,8,hsa-miR-15a-5p,hsa-miR-15a-5p,treatment
human_2,human,2,C09,C,9,hsa-miR-346,hsa-miR-346,treatment
human_2,human,2,C10,C,10,hsa-miR-346,hsa-miR-346,treatment
human_2,human,2,C11,C,11,hsa-miR-381-3p,hsa-miR-381-3p,treatment
human_2,human,2,C12,C,12,hsa-miR-381-3p,hsa-miR-381-3p,treatment
human_2,human,2,C13,C,13,hsa-miR-200a-5p,hsa-miR-200a-5p,treatment
human_2,human,2,C14,C,14,hsa-miR-200a-5p,hsa-miR-200a-5p,treatment
human_2,human,2,C15,C,15,hsa-miR-148a-3p,hsa-miR-148a-3p,treatment
human_2,human,2,C16,C,16,hsa-miR-148a-3p,hsa-miR-148a-3p,treatment
human_2,human,2,C17,C,17,hsa-miR-1265,hsa-miR-1265,treatment
human_2,human,2,C18,C,18,hsa-miR-1265,hsa-miR-1265,treatment
human_2,human,2,C19,C,19,hsa-miR-548o-3p,hsa-miR-548o-3p,treatment
human_2,human,2,C20,C,20,hsa-miR-548o-3p,hsa-miR-548o-3p,treatment
human_2,human,2,C21,C,21,hsa-miR-1224-3p,hsa-miR-1224-3p,treatment
human_2,human,2,C22,C,22,hsa-miR-1224-3p,hsa-miR-1224-3p,treatment
human_2,human,2,C23,C,23,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_2,human,2,C24,C,24,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_2,human,2,D01,D,1,hsa-miR-1181,hsa-miR-1181,treatment
human_2,human,2,D02,D,2,hsa-miR-1181,hsa-miR-1181,treatment
human_2,human,2,D03,D,3,hsa-miR-1236-3p,hsa-miR-1236-3p,treatment
human_2,human,2,D04,D,4,hsa-miR-1236-3p,hsa-miR-1236-3p,treatment
human_2,human,2,D05,D,5,hsa-miR-1267,hsa-miR-1267,treatment
human_2,human,2,D06,D,6,hsa-miR-1267,hsa-miR-1267,treatment
human_2,human,2,D07,D,7,hsa-miR-1268a,hsa-miR-1268a,treatment
human_2,human,2,D08,D,8,hsa-miR-1268a,hsa-miR-1268a,treatment
human_2,human,2,D09,D,9,hsa-miR-1200,hsa-miR-1200,treatment
human_2,human,2,D10,D,10,hsa-miR-1200,hsa-miR-1200,treatment
human_2,human,2,D11,D,11,hsa-miR-1269a,hsa-miR-1269a,treatment
human_2,human,2,D12,D,12,hsa-miR-1269a,hsa-miR-1269a,treatment
human_2,human,2,D13,D,13,hsa-miR-1238-3p,hsa-miR-1238-3p,treatment
human_2,human,2,D14,D,14,hsa-miR-1238-3p,hsa-miR-1238-3p,treatment
human_2,human,2,D15,D,15,hsa-miR-501-5p,hsa-miR-501-5p,treatment
human_2,human,2,D16,D,16,hsa-miR-501-5p,hsa-miR-501-5p,treatment
human_2,human,2,D17,D,17,hsa-miR-424-5p,hsa-miR-424-5p,treatment
human_2,human,2,D18,D,18,hsa-miR-424-5p,hsa-miR-424-5p,treatment
human_2,human,2,D19,D,19,hsa-miR-375,hsa-miR-375,treatment
human_2,human,2,D20,D,20,hsa-miR-375,hsa-miR-375,treatment
human_2,human,2,D21,D,21,hsa-miR-299-5p,hsa-miR-299-5p,treatment
human_2,human,2,D22,D,22,hsa-miR-299-5p,hsa-miR-299-5p,treatment
human_2,human,2,D23,D,23,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_2,human,2,D24,D,24,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_2,human,2,E01,E,1,hsa-miR-16-5p,hsa-miR-16-5p,treatment
human_2,human,2,E02,E,2,hsa-miR-16-5p,hsa-miR-16-5p,treatment
human_2,human,2,E03,E,3,hsa-miR-1182,hsa-miR-1182,treatment
human_2,human,2,E04,E,4,hsa-miR-1182,hsa-miR-1182,treatment
human_2,human,2,E05,E,5,hsa-miR-1322,hsa-miR-1322,treatment
human_2,human,2,E06,E,6,hsa-miR-1322,hsa-miR-1322,treatment
human_2,human,2,E07,E,7,hsa-miR-663b,hsa-miR-663b,treatment
human_2,human,2,E08,E,8,hsa-miR-663b,hsa-miR-663b,treatment
human_2,human,2,E09,E,9,hsa-miR-1226-5p,hsa-miR-1226-5p,treatment
human_2,human,2,E10,E,10,hsa-miR-1226-5p,hsa-miR-1226-5p,treatment
human_2,human,2,E11,E,11,hsa-miR-1228-5p,hsa-miR-1228-5p,treatment
human_2,human,2,E12,E,12,hsa-miR-1228-5p,hsa-miR-1228-5p,treatment
human_2,human,2,E13,E,13,hsa-miR-134-5p,hsa-miR-134-5p,treatment
human_2,human,2,E14,E,14,hsa-miR-134-5p,hsa-miR-134-5p,treatment
human_2,human,2,E15,E,15,hsa-miR-28-5p,hsa-miR-28-5p,treatment
human_2,human,2,E16,E,16,hsa-miR-28-5p,hsa-miR-28-5p,treatment
human_2,human,2,E17,E,17,hsa-miR-197-3p,hsa-miR-197-3p,treatment
human_2,human,2,E18,E,18,hsa-miR-197-3p,hsa-miR-197-3p,treatment
human_2,human,2,E19,E,19,hsa-miR-520e,hsa-miR-520e,treatment
human_2,human,2,E20,E,20,hsa-miR-520e,hsa-miR-520e,treatment
human_2,human,2,E21,E,21,hsa-miR-484,hsa-miR-484,treatment
human_2,human,2,E22,E,22,hsa-miR-484,hsa-miR-484,treatment
human_2,human,2,E23,E,23,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_2,human,2,E24,E,24,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_2,human,2,F01,F,1,hsa-miR-515-5p,hsa-miR-515-5p,treatment
human_2,human,2,F02,F,2,hsa-miR-515-5p,hsa-miR-515-5p,treatment
human_2,human,2,F03,F,3,hsa-miR-142-3p,hsa-miR-142-3p,treatment
human_2,human,2,F04,F,4,hsa-miR-142-3p,hsa-miR-142-3p,treatment
human_2,human,2,F05,F,5,hsa-miR-126-5p,hsa-miR-126-5p,treatment
human_2,human,2,F06,F,6,hsa-miR-126-5p,hsa-miR-126-5p,treatment
human_2,human,2,F07,F,7,hsa-miR-133a-3p,hsa-miR-133a-3p,treatment
human_2,human,2,F08,F,8,hsa-miR-133a-3p,hsa-miR-133a-3p,treatment
human_2,human,2,F09,F,9,hsa-miR-96-5p,hsa-miR-96-5p,treatment
human_2,human,2,F10,F,10,hsa-miR-96-5p,hsa-miR-96-5p,treatment
human_2,human,2,F11,F,11,hsa-let-7c-5p,hsa-let-7c-5p,treatment
human_2,human,2,F12,F,12,hsa-let-7c-5p,hsa-let-7c-5p,treatment
human_2,human,2,F13,F,13,hsa-miR-299-3p,hsa-miR-299-3p,treatment
human_2,human,2,F14,F,14,hsa-miR-299-3p,hsa-miR-299-3p,treatment
human_2,human,2,F15,F,15,hsa-miR-192-5p,hsa-miR-192-5p,treatment
human_2,human,2,F16,F,16,hsa-miR-192-5p,hsa-miR-192-5p,treatment
human_2,human,2,F17,F,17,hsa-miR-502-5p,hsa-miR-502-5p,treatment
human_2,human,2,F18,F,18,hsa-miR-502-5p,hsa-miR-502-5p,treatment
human_2,human,2,F19,F,19,hsa-miR-30e-3p,hsa-miR-30e-3p,treatment
human_2,human,2,F20,F,20,hsa-miR-30e-3p,hsa-miR-30e-3p,treatment
human_2,human,2,F21,F,21,hsa-miR-130a-3p,hsa-miR-130a-3p,treatment
human_2,human,2,F22,F,22,hsa-miR-130a-3p,hsa-miR-130a-3p,treatment
human_2,human,2,F23,F,23,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_2,human,2,F24,F,24,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_2,human,2,G01,G,1,hsa-miR-137,hsa-miR-137,treatment
human_2,human,2,G02,G,2,hsa-miR-137,hsa-miR-137,treatment
human_2,human,2,G03,G,3,hsa-miR-29c-3p,hsa-miR-29c-3p,treatment
human_2,human,2,G04,G,4,hsa-miR-29c-3p,hsa-miR-29c-3p,treatment
human_2,human,2,G05,G,5,hsa-miR-377-3p,hsa-miR-377-3p,treatment
human_2,human,2,G06,G,6,hsa-miR-377-3p,hsa-miR-377-3p,treatment
human_2,human,2,G07,G,7,hsa-miR-302c-5p,hsa-miR-302c-5p,treatment
human_2,human,2,G08,G,8,hsa-miR-302c-5p,hsa-miR-302c-5p,treatment
human_2,human,2,G09,G,9,hsa-miR-323b-3p,hsa-miR-323b-3p,treatment
human_2,human,2,G10,G,10,hsa-miR-323b-3p,hsa-miR-323b-3p,treatment
human_2,human,2,G11,G,11,hsa-miR-3120-3p,hsa-miR-3120-3p,treatment
human_2,human,2,G12,G,12,hsa-miR-3120-3p,hsa-miR-3120-3p,treatment
human_2,human,2,G13,G,13,hsa-miR-4264,hsa-miR-4264,treatment
human_2,human,2,G14,G,14,hsa-miR-4264,hsa-miR-4264,treatment
human_2,human,2,G15,G,15,hsa-miR-3182,hsa-miR-3182,treatment
human_2,human,2,G16,G,16,hsa-miR-3182,hsa-miR-3182,treatment
human_2,human,2,G17,G,17,hsa-miR-4275,hsa-miR-4275,treatment
human_2,human,2,G18,G,18,hsa-miR-4275,hsa-miR-4275,treatment
human_2,human,2,G19,G,19,hsa-miR-2355-5p,hsa-miR-2355-5p,treatment
human_2,human,2,G20,G,20,hsa-miR-2355-5p,hsa-miR-2355-5p,treatment
human_2,human,2,G21,G,21,hsa-miR-4302,hsa-miR-4302,treatment
human_2,human,2,G22,G,22,hsa-miR-4302,hsa-miR-4302,treatment
human_2,human,2,G23,G,23,Cell Death siRNA,control_cell_death,cell_death
human_2,human,2,G24,G,24,Cell Death siRNA,control_cell_death,cell_death
human_2,human,2,H01,H,1,hsa-miR-3686,hsa-miR-3686,treatment
human_2,human,2,H02,H,2,hsa-miR-3686,hsa-miR-3686,treatment
human_2,human,2,H03,H,3,hsa-miR-3920,hsa-miR-3920,treatment
human_2,human,2,H04,H,4,hsa-miR-3920,hsa-miR-3920,treatment
human_2,human,2,H05,H,5,hsa-miR-3692-3p,hsa-miR-3692-3p,treatment
human_2,human,2,H06,H,6,hsa-miR-3692-3p,hsa-miR-3692-3p,treatment
human_2,human,2,H07,H,7,hsa-miR-486-5p,hsa-miR-486-5p,treatment
human_2,human,2,H08,H,8,hsa-miR-486-5p,hsa-miR-486-5p,treatment
human_2,human,2,H09,H,9,hsa-miR-490-3p,hsa-miR-490-3p,treatment
human_2,human,2,H10,H,10,hsa-miR-490-3p,hsa-miR-490-3p,treatment
human_2,human,2,H11,H,11,hsa-miR-519c-3p,hsa-miR-519c-3p,treatment
human_2,human,2,H12,H,12,hsa-miR-519c-3p,hsa-miR-519c-3p,treatment
human_2,human,2,H13,H,13,hsa-miR-25-3p,hsa-miR-25-3p,treatment
human_2,human,2,H14,H,14,hsa-miR-25-3p,hsa-miR-25-3p,treatment
human_2,human,2,H15,H,15,hsa-miR-296-5p,hsa-miR-296-5p,treatment
human_2,human,2,H16,H,16,hsa-miR-296-5p,hsa-miR-296-5p,treatment
human_2,human,2,H17,H,17,hsa-miR-1-3p,hsa-miR-1-3p,treatment
human_2,human,2,H18,H,18,hsa-miR-1-3p,hsa-miR-1-3p,treatment
human_2,human,2,H19,H,19,hsa-miR-493-5p,hsa-miR-493-5p,treatment
human_2,human,2,H20,H,20,hsa-miR-493-5p,hsa-miR-493-5p,treatment
human_2,human,2,H21,H,21,hsa-miR-103a-3p,hsa-miR-103a-3p,treatment
human_2,human,2,H22,H,22,hsa-miR-103a-3p,hsa-miR-103a-3p,treatment
human_2,human,2,H23,H,23,Cell Death siRNA,control_cell_death,cell_death
human_2,human,2,H24,H,24,Cell Death siRNA,control_cell_death,cell_death
human_2,human,2,I01,I,1,hsa-miR-23a-3p,hsa-miR-23a-3p,treatment
human_2,human,2,I02,I,2,hsa-miR-23a-3p,hsa-miR-23a-3p,treatment
human_2,human,2,I03,I,3,hsa-miR-19a-3p,hsa-miR-19a-3p,treatment
human_2,human,2,I04,I,4,hsa-miR-19a-3p,hsa-miR-19a-3p,treatment
human_2,human,2,I05,I,5,hsa-miR-219a-1-3p,hsa-miR-219a-1-3p,treatment
human_2,human,2,I06,I,6,hsa-miR-219a-1-3p,hsa-miR-219a-1-3p,treatment
human_2,human,2,I07,I,7,hsa-miR-556-5p,hsa-miR-556-5p,treatment
human_2,human,2,I08,I,8,hsa-miR-556-5p,hsa-miR-556-5p,treatment
human_2,human,2,I09,I,9,hsa-miR-504-5p,hsa-miR-504-5p,treatment
human_2,human,2,I10,I,10,hsa-miR-504-5p,hsa-miR-504-5p,treatment
human_2,human,2,I11,I,11,hsa-miR-545-5p,hsa-miR-545-5p,treatment
human_2,human,2,I12,I,12,hsa-miR-545-5p,hsa-miR-545-5p,treatment
human_2,human,2,I13,I,13,hsa-miR-937-3p,hsa-miR-937-3p,treatment
human_2,human,2,I14,I,14,hsa-miR-937-3p,hsa-miR-937-3p,treatment
human_2,human,2,I15,I,15,hsa-miR-208b-3p,hsa-miR-208b-3p,treatment
human_2,human,2,I16,I,16,hsa-miR-208b-3p,hsa-miR-208b-3p,treatment
human_2,human,2,I17,I,17,hsa-miR-875-5p,hsa-miR-875-5p,treatment
human_2,human,2,I18,I,18,hsa-miR-875-5p,hsa-miR-875-5p,treatment
human_2,human,2,I19,I,19,hsa-miR-885-3p,hsa-miR-885-3p,treatment
human_2,human,2,I20,I,20,hsa-miR-885-3p,hsa-miR-885-3p,treatment
human_2,human,2,I21,I,21,hsa-miR-615-5p,hsa-miR-615-5p,treatment
human_2,human,2,I22,I,22,hsa-miR-615-5p,hsa-miR-615-5p,treatment
human_2,human,2,I23,I,23,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_2,human,2,I24,I,24,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_2,human,2,J01,J,1,hsa-miR-708-3p,hsa-miR-708-3p,treatment
human_2,human,2,J02,J,2,hsa-miR-708-3p,hsa-miR-708-3p,treatment
human_2,human,2,J03,J,3,hsa-miR-6832-5p,hsa-miR-6832-5p,treatment
human_2,human,2,J04,J,4,hsa-miR-6832-5p,hsa-miR-6832-5p,treatment
human_2,human,2,J05,J,5,hsa-miR-6812-5p,hsa-miR-6812-5p,treatment
human_2,human,2,J06,J,6,hsa-miR-6812-5p,hsa-miR-6812-5p,treatment
human_2,human,2,J07,J,7,hsa-miR-6833-3p,hsa-miR-6833-3p,treatment
human_2,human,2,J08,J,8,hsa-miR-6833-3p,hsa-miR-6833-3p,treatment
human_2,human,2,J09,J,9,hsa-miR-6836-3p,hsa-miR-6836-3p,treatment
human_2,human,2,J10,J,10,hsa-miR-6836-3p,hsa-miR-6836-3p,treatment
human_2,human,2,J11,J,11,hsa-miR-670-3p,hsa-miR-670-3p,treatment
human_2,human,2,J12,J,12,hsa-miR-670-3p,hsa-miR-670-3p,treatment
human_2,human,2,J13,J,13,hsa-miR-6840-3p,hsa-miR-6840-3p,treatment
human_2,human,2,J14,J,14,hsa-miR-6840-3p,hsa-miR-6840-3p,treatment
human_2,human,2,J15,J,15,hsa-miR-7155-5p,hsa-miR-7155-5p,treatment
human_2,human,2,J16,J,16,hsa-miR-7155-5p,hsa-miR-7155-5p,treatment
human_2,human,2,J17,J,17,hsa-miR-6858-3p,hsa-miR-6858-3p,treatment
human_2,human,2,J18,J,18,hsa-miR-6858-3p,hsa-miR-6858-3p,treatment
human_2,human,2,J19,J,19,hsa-miR-942-3p,hsa-miR-942-3p,treatment
human_2,human,2,J20,J,20,hsa-miR-942-3p,hsa-miR-942-3p,treatment
human_2,human,2,J21,J,21,hsa-miR-6806-5p,hsa-miR-6806-5p,treatment
human_2,human,2,J22,J,22,hsa-miR-6806-5p,hsa-miR-6806-5p,treatment
human_2,human,2,J23,J,23,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_2,human,2,J24,J,24,Negative Ctrl Mimic,control_neg_mimic,neg_mimic
human_2,human,2,K01,K,1,hsa-miR-9500,hsa-miR-9500,treatment
human_2,human,2,K02,K,2,hsa-miR-9500,hsa-miR-9500,treatment
human_2,human,2,K03,K,3,hsa-miR-548bb-3p,hsa-miR-548bb-3p,treatment
human_2,human,2,K04,K,4,hsa-miR-548bb-3p,hsa-miR-548bb-3p,treatment
human_2,human,2,K05,K,5,hsa-miR-4485-5p,hsa-miR-4485-5p,treatment
human_2,human,2,K06,K,6,hsa-miR-4485-5p,hsa-miR-4485-5p,treatment
human_2,human,2,K07,K,7,hsa-miR-3653-5p,hsa-miR-3653-5p,treatment
human_2,human,2,K08,K,8,hsa-miR-3653-5p,hsa-miR-3653-5p,treatment
human_2,human,2,K09,K,9,hsa-miR-203a-5p,hsa-miR-203a-5p,treatment
human_2,human,2,K10,K,10,hsa-miR-203a-5p,hsa-miR-203a-5p,treatment
human_2,human,2,K11,K,11,hsa-miR-1225-5p,hsa-miR-1225-5p,treatment
human_2,human,2,K12,K,12,hsa-miR-1225-5p,hsa-miR-1225-5p,treatment
human_2,human,2,K13,K,13,hsa-miR-1276,hsa-miR-1276,treatment
human_2,human,2,K14,K,14,hsa-miR-1276,hsa-miR-1276,treatment
human_2,human,2,K15,K,15,hsa-miR-302f,hsa-miR-302f,treatment
human_2,human,2,K16,K,16,hsa-miR-302f,hsa-miR-302f,treatment
human_2,human,2,K17,K,17,hsa-miR-548p,hsa-miR-548p,treatment
human_2,human,2,K18,K,18,hsa-miR-548p,hsa-miR-548p,treatment
human_2,human,2,K19,K,19,hsa-miR-1278,hsa-miR-1278,treatment
human_2,human,2,K20,K,20,hsa-miR-1278,hsa-miR-1278,treatment
human_2,human,2,K21,K,21,hsa-miR-1228-3p,hsa-miR-1228-3p,treatment
human_2,human,2,K22,K,22,hsa-miR-1228-3p,hsa-miR-1228-3p,treatment
human_2,human,2,K23,K,23,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_2,human,2,K24,K,24,Transfection Reagent Only,control_transfection_reagent_only,transfection_reagent_only
human_2,human,2,L01,L,1,hsa-miR-1208,hsa-miR-1208,treatment
human_2,human,2,L02,L,2,hsa-miR-1208,hsa-miR-1208,treatment
human_2,human,2,L03,L,3,hsa-miR-1279,hsa-miR-1279,treatment
human_2,human,2,L04,L,4,hsa-miR-1279,hsa-miR-1279,treatment
